id,price_usd
3632,110452.39781307538
3633,332644.0879666487
2263404,135094.51407564324
2263405,105765.74915716724
2263406,104889.80245830416
2263407,84677.24534004883
2263408,84677.24534004883
2263409,84680.8230159582
2263410,121886.76463882194
2263411,117094.68412978567
2263412,117094.68412978567
2263413,1743613.8801445728
2263415,325549.91581791453
2263416,504325.0320256181
2263417,1743254.8075008956
2263418,127619.22341446519
2263419,165462.2938769514
2263420,1743330.6349549307
2263421,95146.55447302887
2263422,95146.55447302887
2263423,1743221.9274702568
2263424,174420.44988555022
2263425,1742937.8228511193
2263426,1743197.7977624175
2263427,209185.67543742302
2263428,1743181.8028338337
2263429,1743285.813982201
2263430,1743347.0067535455
2263431,1743464.8513446772
2263432,144660.80633538475
2263433,144660.80633538475
2263434,144660.80633538475
2263436,83567.54999999997
2263437,85021.852173527
2263438,1743247.4383539911
2263439,85021.852173527
2263440,84909.25800260386
2263441,1743220.342360699
2263442,96698.27655577152
2263443,82573.59999999998
2263444,105765.74915716724
2263445,1742883.6351728246
2263453,125582.83264976404
2263460,1743084.606641154
2263461,286958.239566474
2263464,1743277.075030858
2263467,1742803.240282672
2263471,138757.07480696132
2263472,136664.7784886517
2263476,185314.6415029172
2263477,1742809.1179688522
2263480,202415.99408957438
2263482,167250.3507355231
2263633,876001.4547617742
2263638,75199.44150275693
2263652,265741.9097067123
2264067,89023.91107188693
2264075,1742916.6949595155
2264078,1743172.8860171996
2264079,104267.44227175781
2264080,700151.9205339509
2264151,92260.07047712707
2264153,1742925.5448067
2264155,742376.1056432335
2264158,83994.18605622415
2264162,1797438.5533041884
2264164,135653.9243295634
2264168,189647.739541199
2264173,107605.16646500572
2264178,1744027.3483098664
2264183,1743560.4724722526
2264189,135975.30523197446
2264198,1742923.4172345405
2264199,111881.90227152531
2264206,1742847.4289297191
2264212,1742876.8910555218
2264215,175507.8031419433
2264218,1742852.65200541
2264219,190933.3502589508
2264221,1742981.1199263958
2264227,99479.34931487878
2264229,455737.3644217701
2264234,122472.49044432105
2264240,112033.54729569591
2264242,95402.42987140421
2264248,92767.75669656722
2264249,201965.63842486736
2264259,123000.65995630418
2264265,121342.88939884052
2264270,250342.94618193494
2264272,136736.39159343907
2264274,352721.48924507
2264284,795518.895423105
2264285,55467.55944454277
2264286,55467.55944454277
2264290,334985.82191870996
2264296,204048.9283240956
2264298,216455.22844220186
2264305,82236.99286275843
2264312,367590.99515477655
2264318,335085.792674352
2264320,120227.59788694396
2264323,1838101.2667397591
2264376,1838101.2667397591
2264474,261890.0986145391
2264479,133676.16163785185
2264482,80633.19086960205
2264491,127850.18774330206
2264514,121564.80376797792
2264518,111100.23681709351
2264525,93461.8632551377
2264537,194596.3966089309
2264545,96236.68267114607
2264549,94476.30183635952
2264569,108833.30973157141
2264570,108835.69850757338
2264571,123855.57884869221
2264572,156808.48388775403
2264573,108771.30651354244
2264574,184698.46785326354
2264575,85770.08974126281
2264576,109679.23030581772
2264577,106345.36103216575
2264578,161918.2867655917
2264589,279128.864072151
2264598,118932.98230406652
2264600,123754.41499231981
2264603,193358.60748941792
2264604,132721.6075380391
2264607,121430.04023115814
2264610,121430.04023115814
2264617,133824.9238748685
2264618,982940.8199366542
2264619,124270.13184285103
2264629,124166.60848385004
2264633,1742834.7136788755
2264637,1742882.5777371887
2264686,1742750.4573812238
2264690,1766484.7244897257
2264695,127532.84140773167
2264699,126176.39273639723
2264702,99590.8942800602
2264709,92820.3238048289
2264714,94708.27130750571
2264717,103847.50486986745
2264718,119556.34575658535
2264723,123246.77073790331
2264731,134954.27976497056
2264732,682463.4742394125
2264733,758414.5158876592
2264734,183700.18856241484
2264735,81588.86411847717
2264736,762826.8061695531
2264737,232262.71134177147
2264744,762826.8061695531
2264745,238422.26686171276
2264747,762826.8061695531
2264756,92966.4611665294
2264763,139151.9772944096
2264770,72341.5752663438
2264773,255128.41475756728
2264774,257193.9780869627
2264780,178676.82928330378
2264785,137748.45030362194
2264795,96409.22687107767
2264796,263573.1384543227
2264798,231659.96341905894
2264799,243528.2036639121
2264800,100337.97874747332
2264801,102303.50610943369
2264807,141998.08053893145
2264808,85890.22258022054
2264811,158061.51887857277
2264812,96603.75675915736
2264813,110456.82961707017
2264818,100989.23042491796
2264835,137362.08932550618
2264838,87576.92805261142
2264847,174017.02817095403
2264851,159757.39722689593
2264878,95063.05938115771
2264880,359450.62898585486
2264888,160191.05407780796
2264890,105845.52043987204
2264893,268208.94285901287
2264896,304931.27266945346
2264920,190790.23497992614
2264924,87617.23762349998
2264925,115483.58284941963
2264927,179388.3639957455
2264929,419601.7780943684
2264940,465234.8106692752
2264943,188673.71550709393
2264946,352889.5191080361
2264952,470707.94121748366
2264960,80369.6982415485
2264970,341126.2153945217
2264971,339158.23642259673
2264975,149095.92783955345
2264976,151470.0796519574
2264981,123758.76402302807
2264986,327654.06752614223
2264989,179007.37354047722
2264992,301590.6783860918
2264994,110321.55719125683
2264997,130866.6981428664
2265009,185838.23754723617
2265015,114361.86353794768
2265019,291178.75334255764
2265023,189652.69962686926
2265028,81714.97957673662
2265029,275516.9557390859
2265031,907377.5338523567
2265038,96104.15601552885
2265045,666791.03762849
2265046,220319.97672717928
2265055,330525.3801257703
2265057,406441.6515805374
2265059,178605.78793442322
2265060,145843.8891587968
2265063,1743220.715849441
2265085,120122.09220829578
2265086,111208.13860060302
2265087,159132.10425815007
2265097,120909.44404342968
2265098,152144.3483766596
2265133,109750.47731177436
2265145,462463.0482307542
2265155,129379.46529536042
2265180,80151.54472180731
2265183,119850.2342021221
2265192,120900.50171261214
2265193,134676.627488995
2265194,127156.39711869416
2265195,168619.67659664055
2265196,131610.47741860367
2265220,130479.43762919636
2265226,112158.2874130583
2265230,417286.65102295054
2265232,185493.60004257638
2265236,345309.9918569893
2265246,159491.55137044302
2265257,160596.83680372915
2265258,145478.54141316455
2265259,74051.8562360218
2265263,86844.00754743499
2265267,174811.5706878351
2265270,129439.70843058403
2265513,203339.7220673106
2265537,765675.381346091
2265542,171281.25083456625
2265545,367439.07033167867
2265547,204619.78239541402
2265549,218079.32735430455
2265551,255565.22160356288
2265552,883181.7389800209
2265553,883280.7150885495
2265554,883418.1618270405
2265555,905349.6561229461
2265556,595508.0843275951
2265557,893644.0076343778
2265558,894140.0361322409
2265559,90548.25983556587
2265560,156962.80664193898
2265561,217501.85525649705
2265562,84060.3422765006
2265563,226195.074140963
2265564,127073.12674631209
2265565,607527.3670965018
2265566,197229.44317815691
2265567,120773.67375452876
2265568,118931.91504013639
2265569,197260.54324879474
2265570,260454.6157240712
2265571,218753.60269955857
2265572,98978.92727953162
2265573,96288.44271490249
2265574,79201.3393718746
2265599,150810.2190196207
2265603,432617.2378714548
2265606,150695.8977473005
2265607,121704.59293259273
2265610,113560.87235918279
2265611,100316.39231187153
2265613,99774.88888516345
2265614,152862.59144076292
2265626,120634.61986672848
2265630,115895.20411964558
2265631,197143.13282084183
2265632,85886.75520338249
2265636,378810.7982278897
2265638,90165.78879330463
2265639,112843.68426811225
2265642,94103.2790325867
2265670,121112.20030962568
2265671,160638.2231221742
2265672,78316.72452552013
2265674,303931.8184561812
2265675,223478.61388636613
2265676,145464.68148142405
2265677,92107.26111359884
2265678,99897.22070553104
2265681,176430.33688952506
2265683,142816.9784998092
2265684,134462.88448961012
2265685,110604.7842244255
2265687,285261.28864555503
2265688,102679.60240690073
2265689,102679.60240690073
2265690,81409.23987208519
2265691,110262.69334676943
2265692,129588.37500593318
2265693,107722.6398070609
2265694,107722.6398070609
2265695,114243.9078819128
2265696,119506.16934250663
2265697,107668.79504708145
2265698,107698.33458053415
2265699,112615.90226847098
2265700,111790.04966677404
2265701,102616.71574004204
2265702,109029.64629972226
2265703,107595.42193866259
2265704,107609.14887304383
2265705,108460.83107975019
2265706,131106.90249694485
2265707,131092.95400653465
2265708,978281.327977224
2265710,97559.27589237591
2265711,96145.60887403971
2265712,138427.4563605369
2265719,271068.47782911436
2265721,111457.51705521764
2265729,153267.4209789649
2265733,107124.39404884313
2265734,151258.84055575682
2265755,126470.52480211784
2265756,142213.50382414812
2265757,138775.97085135893
2265758,320790.31761357567
2265767,311063.0988065493
2265768,327571.10334648826
2265779,90891.65868632488
2265780,279810.89193166525
2265781,96975.91145195611
2265784,142622.65126739957
