id,price_usd
3632,1839287.65042164
3633,327894.308410941
2263404,307289.297191753
2263405,142244.92586287
2263406,358206.144495775
2263407,316614.876490239
2263408,316614.876490239
2263409,233465.391868999
2263410,385989.128636421
2263411,318086.108620019
2263412,318086.108620019
2263413,652466.134622064
2263415,568053.301718457
2263416,637349.871006966
2263417,603888.070288773
2263418,279079.743191755
2263419,218318.688467318
2263420,56669.5637402218
2263421,212198.702274874
2263422,212198.702274874
2263423,369205.79083533
2263424,218318.688467318
2263425,462410.866783064
2263426,41063.7974283443
2263427,81915.8798356303
2263428,77689.8014716235
2263429,118255.379267721
2263430,142658.840432504
2263431,193421.115211018
2263432,218318.688467318
2263433,218318.688467318
2263434,218318.688467318
2263436,332920.715368836
2263437,369205.79083533
2263438,369205.79083533
2263439,369205.79083533
2263440,220461.485562328
2263441,369205.79083533
2263442,58036.0101484886
2263443,220875.400131962
2263444,142244.92586287
2263445,398029.849740056
2263453,135229.535702034
2263460,702504.847593069
2263461,149167.322263668
2263464,307894.764157142
2263467,383680.499251225
2263471,586786.861652746
2263472,162422.933970719
2263476,274774.303692854
2263477,523850.185650915
2263480,252555.66832087
2263482,315323.733963762
2263633,887824.731115474
2263638,103197.072186291
2263652,1040371.8147068
2264067,208191.157818855
2264075,311255.938449274
2264078,948396.722428003
2264079,477332.390664237
2264080,721931.064143316
2264151,108754.633138254
2264153,500782.270699201
2264155,908485.921025585
2264158,407446.833215226
2264162,5183933.01297867
2264164,633620.353786425
2264168,547635.434846327
2264173,4607454.41821842
2264178,699053.668177347
2264183,712737.496746766
2264189,454372.758826437
2264198,623360.897269198
2264199,420875.184701552
2264206,521883.13005906
2264212,521883.13005906
2264215,186488.207591109
2264218,521883.13005906
2264219,218162.065147919
2264221,521883.13005906
2264227,221610.783030727
2264229,457693.544316004
2264234,100435.410686009
2264240,882.6943670313
2264242,70626.2060994612
2264248,222500.521145528
2264249,252555.66832087
2264259,187793.695002192
2264265,332159.914440966
2264270,64389.8474888138
2264272,199314.155227627
2264274,650849.629626435
2264284,-78252.91907514
2264285,94984.5214235598
2264286,94984.5214235598
2264290,473792.021491726
2264296,318358.687993524
2264298,651422.249173754
2264305,94984.5214235598
2264312,1049375.17151789
2264318,277817.981471263
2264320,220461.485562328
2264323,917023.462258639
2264376,917023.462258639
2264474,343078.38992039
2264479,220461.485562328
2264482,37243.9878240787
2264491,22034.7090137999
2264514,-4388.7401817403
2264518,90810.8543566031
2264525,216628.110563179
2264537,526624.525539614
2264545,189329.743947037
2264549,261233.154612577
2264569,221244.455408902
2264570,221244.455408902
2264571,221244.455408902
2264572,221244.455408902
2264573,213661.876576273
2264574,371619.469149837
2264575,50886.944794679
2264576,221244.455408902
2264577,213661.876576273
2264578,285519.155232742
2264589,176033.754020605
2264598,249432.250428839
2264600,305518.475403538
2264603,29684.1233122676
2264604,175828.803367973
2264607,305518.475403538
2264610,305518.475403538
2264617,362184.573643186
2264618,917023.462258639
2264619,289093.365420326
2264629,318973.612856536
2264633,443318.46221299
2264637,480279.813116908
2264686,798561.253645099
2264690,498496.641317693
2264695,399751.739251896
2264699,167254.64612285
2264702,93565.9407075412
2264709,156764.434330431
2264714,495077.365861843
2264717,638994.731113305
2264718,130055.026257472
2264723,551033.705243268
2264731,521883.13005906
2264732,542957.105713134
2264733,484154.570038815
2264734,441184.538063383
2264735,640995.830304605
2264736,702237.83732264
2264737,711373.573988532
2264744,702237.83732264
2264745,136675.884136887
2264747,702237.83732264
2264756,242211.963789417
2264763,101346.901260755
2264770,72084.2354153738
2264773,359700.30650438
2264774,359700.30650438
2264780,867680.819931526
2264785,577571.979542476
2264795,658241.113362321
2264796,384448.664446207
2264798,894361.683724781
2264799,632086.645753737
2264800,-29972.1404937692
2264801,182155.483535365
2264807,195432.663649971
2264808,361323.471910683
2264811,337594.598046785
2264812,480279.813116908
2264813,229158.437391212
2264818,234745.113195948
2264835,1248477.41999551
2264838,150661.520988155
2264847,358615.613342749
2264851,226994.561831009
2264878,159621.470724398
2264880,446971.970395242
2264888,171319.71237347
2264890,396888.168197588
2264893,505119.859846246
2264896,265579.857395257
2264920,457118.046981096
2264924,200446.255821933
2264925,151225.030343939
2264927,430989.948809217
2264929,711982.405797456
2264940,205093.132645555
2264943,136223.826629031
2264946,138855.787577625
2264952,1036851.31610481
2264960,159597.307466048
2264970,427053.258508052
2264971,311035.761642327
2264975,131244.47116257
2264976,183172.366618125
2264981,235558.026987851
2264986,647608.541772652
2264989,394876.039378636
2264992,408206.968141566
2264994,440550.699948145
2264997,602915.476712807
2265009,742595.412881238
2265015,242752.663766652
2265019,718629.7116263
2265023,869115.877568703
2265028,124861.602020731
2265029,762209.786651428
2265031,705482.915807434
2265038,95017.1698692511
2265045,334217.88239728
2265046,141752.419522872
2265055,514737.502254159
2265057,783437.178863464
2265059,909638.72873251
2265060,498076.618946642
2265063,134720.212724247
2265085,946360.350418926
2265086,63292.5984267232
2265087,148865.957893174
2265097,208191.157818855
2265098,389254.339153228
2265133,360045.14173788
2265145,832982.654987598
2265155,572045.693507781
2265180,528825.178894762
2265183,1103356.2357689
2265192,640450.083106423
2265193,2095050.78041173
2265194,5212251.05633867
2265195,2293208.8978175
2265196,5212251.05633867
2265220,1692425.10906979
2265226,761294.628625355
2265230,276184.389326429
2265232,333303.237143009
2265236,459746.003897
2265246,130585.7578178
2265257,761294.628625355
2265258,509776.797352779
2265259,315323.733963762
2265263,2293208.8978175
2265267,640378.646592587
2265270,640378.646592587
2265513,744168.630587987
2265537,524304.992275676
2265542,339819.946855771
2265545,322921.646947097
2265547,310266.41380709
2265549,498687.759641183
2265551,709350.856531736
2265552,917023.462258639
2265553,917023.462258639
2265554,917023.462258639
2265555,917023.462258639
2265556,895848.827715084
2265557,917023.462258639
2265558,917023.462258639
2265559,166681.490050118
2265560,309080.084398097
2265561,558768.928035532
2265562,382962.688316247
2265563,489001.27451844
2265564,6755411.34312805
2265565,757261.629346487
2265566,372984.467808945
2265567,6582434.64392098
2265568,224310.854997108
2265569,372984.467808945
2265570,366618.795224401
2265571,366618.795224401
2265572,396972.180653642
2265573,2209217.5545016
2265574,477092.428283119
2265599,157294.337732854
2265603,550483.846614452
2265606,843705.038675703
2265607,326228.737849343
2265610,384448.664446207
2265611,58187.9796558363
2265613,226816.289436689
2265614,703151.218128004
2265626,287824.505037181
2265630,593359.854779255
2265631,485199.584590891
2265632,86300.5673556074
2265636,1011615.2965267
2265638,525819.153929569
2265639,171369.54409657
2265642,590700.800908869
2265670,298768.957988459
2265671,237097.686935951
2265672,3702898.45887749
2265674,561288.549278084
2265675,587701.356457431
2265676,273698.738090423
2265677,402624.457721695
2265678,94274.4988892071
2265681,656624.99507583
2265683,529138.569045868
2265684,589849.197279063
2265685,459741.772911707
2265687,764650.490677087
2265688,369205.79083533
2265689,369205.79083533
2265690,339819.946855771
2265691,369205.79083533
2265692,218318.688467318
2265693,233465.391868999
2265694,233465.391868999
2265695,233465.391868999
2265696,-21089.2478529733
2265697,204957.262039875
2265698,204957.262039875
2265699,204957.262039875
2265700,182155.483535365
2265701,242625.878359051
2265702,130394.607951572
2265703,110446.200182529
2265704,110446.200182529
2265705,344179.839623635
2265706,194833.677475022
2265707,194833.677475022
2265708,1329421.9103663
2265710,435826.950569059
2265711,352458.615502682
2265712,194833.677475022
2265719,563015.401648126
2265721,326773.107205933
2265729,549705.700125038
2265733,360929.124502831
2265734,369454.747761029
2265755,340233.861425405
2265756,200153.466643378
2265757,772143.333642832
2265758,357110.830401458
2265767,216425.766048227
2265768,63193.9686514626
2265779,449327.817964713
2265780,310266.41380709
